1,1000,1000,0.003834666
1,3000,3000,0.058257654
1,5000,5000,0.147042989
1,10000,10000,0.584187535
1,15000,15000,1.315685074
2,1000,1000,0.002304559
2,3000,3000,0.052990794
2,5000,5000,0.144538894
2,10000,10000,0.683438342
2,15000,15000,1.267101138
4,1000,1000,0.002395930
4,3000,3000,0.026313973
4,5000,5000,0.153274467
4,10000,10000,0.600934500
4,15000,15000,1.349817031

