1,100000,0.001750235,3.141680000000
1,1000000,0.005859439,3.143536000000
1,3000000,0.017602978,3.141536000000
1,5000000,0.029354275,3.140808000000
1,10000000,0.058756236,3.142327600000
2,100000,0.000316675,3.143280000000
2,1000000,0.003072821,3.143144000000
2,3000000,0.009049106,3.141485333333
2,5000000,0.015296640,3.141528000000
2,10000000,0.030038241,3.141988800000
4,100000,0.000320482,3.146320000000
4,1000000,0.002256255,3.141652000000
4,3000000,0.005855876,3.141577333333
4,5000000,0.007915263,3.141838400000
4,10000000,0.015704413,3.141218800000
8,100000,0.000275057,3.143880000000
8,1000000,0.002268499,3.141476000000
8,3000000,0.003136840,3.141166666667
8,5000000,0.005263133,3.141452800000
8,10000000,0.013778562,3.141180800000
12,100000,0.000152052,3.149040000000
12,1000000,0.001976781,3.139368000000
12,3000000,0.002088407,3.140577333333
12,5000000,0.003474336,3.142031200000
12,10000000,0.012835365,3.141902800000
