1,100000,0.001113193,3.141680000000
1,1000000,0.010514476,3.143536000000
1,3000000,0.021252167,3.141536000000
1,5000000,0.033798550,3.140808000000
1,10000000,0.063302420,3.142327600000
2,100000,0.000315927,3.143280000000
2,1000000,0.003591209,3.143144000000
2,3000000,0.012489446,3.141485333333
2,5000000,0.015110831,3.141528000000
2,10000000,0.033157560,3.141988800000
4,100000,0.000377737,3.146320000000
4,1000000,0.003800362,3.141652000000
4,3000000,0.006430876,3.141577333333
4,5000000,0.010303811,3.141838400000
4,10000000,0.019400176,3.141218800000
8,100000,0.000304862,3.143880000000
8,1000000,0.002422999,3.141476000000
8,3000000,0.006448457,3.141166666667
8,5000000,0.008320773,3.141452800000
8,10000000,0.010399790,3.141180800000
12,100000,0.000211020,3.149040000000
12,1000000,0.001877425,3.139368000000
12,3000000,0.002650939,3.140577333333
12,5000000,0.005819472,3.142031200000
12,10000000,0.016943265,3.141902800000
