1,100000,0.001385049,3.141680000000
1,1000000,0.005911216,3.143536000000
1,3000000,0.017512932,3.141536000000
1,5000000,0.029260529,3.140808000000
1,10000000,0.059337275,3.142327600000
2,100000,0.000368921,3.143280000000
2,1000000,0.002965234,3.143144000000
2,3000000,0.008864763,3.141485333333
2,5000000,0.014842196,3.141528000000
2,10000000,0.029620392,3.141988800000
4,100000,0.000294703,3.146320000000
4,1000000,0.002129320,3.141652000000
4,3000000,0.005408156,3.141577333333
4,5000000,0.007843151,3.141838400000
4,10000000,0.015722455,3.141218800000
8,100000,0.000280995,3.143880000000
8,1000000,0.001040290,3.141476000000
8,3000000,0.003142341,3.141166666667
8,5000000,0.004948280,3.141452800000
8,10000000,0.010389401,3.141180800000
12,100000,0.000188208,3.149040000000
12,1000000,0.001018957,3.139368000000
12,3000000,0.002106292,3.140577333333
12,5000000,0.003526542,3.142031200000
12,10000000,0.007899023,3.141902800000
